"SalePrice","TotalRooms","Bedrooms","FullBath","HalfBath","Fireplaces","LivArea","GarageArea","PoolArea","YearBuilt","YearSold","BldgType"
451950,10,3,2,1,1,2296,842,0,2008,2009,"1Fam"
360000,7,3,2,0,1,1736,834,0,2008,2009,"1Fam"
296000,7,3,2,0,2,1782,932,0,2004,2009,"1Fam"
409900,10,5,2,1,1,2520,640,0,2007,2009,"1Fam"
255500,7,3,2,0,1,1717,908,0,2006,2009,"1Fam"
335000,8,3,2,0,1,1743,927,0,2008,2009,"1Fam"
274900,7,3,2,0,1,1713,856,0,2004,2009,"1Fam"
3e+05,6,2,2,0,1,1531,700,0,2006,2009,"1Fam"
324000,7,3,2,0,1,1808,850,0,2008,2009,"1Fam"
350000,10,4,2,1,1,2224,738,0,2004,2009,"1Fam"
280000,7,3,2,0,1,1836,862,0,2004,2009,"1Fam"
284000,7,3,2,0,1,1629,880,0,2003,2009,"1Fam"
269500,8,3,2,0,1,1760,583,0,2003,2009,"1Fam"
233170,7,3,2,0,0,1502,644,0,2009,2009,"1Fam"
386250,8,3,2,0,1,2392,968,0,2003,2009,"1Fam"
445000,10,3,2,0,1,2452,886,0,2003,2009,"1Fam"
290000,10,4,3,1,1,2400,730,0,2003,2009,"1Fam"
255900,6,3,2,0,1,1606,871,0,2006,2009,"1Fam"
213000,6,2,2,0,1,1358,484,0,2005,2009,"TwnhsE"
196000,5,1,2,0,1,1306,624,0,2005,2009,"Twnhs"
184500,5,1,2,0,1,1306,624,0,2005,2009,"Twnhs"
212500,6,2,2,0,1,1358,484,0,2007,2009,"TwnhsE"
230000,6,2,2,0,1,1314,626,0,2007,2009,"Twnhs"
382500,8,3,2,1,1,2200,685,0,2003,2009,"1Fam"
320000,6,2,2,0,1,1884,649,0,2008,2009,"TwnhsE"
248500,6,2,2,0,1,1456,539,0,2008,2009,"TwnhsE"
286500,8,3,2,0,1,1712,701,0,2002,2009,"1Fam"
254000,6,2,2,0,1,1324,550,0,2006,2009,"TwnhsE"
173000,6,2,2,0,1,1405,478,0,2003,2009,"TwnhsE"
173000,6,2,2,0,0,1626,474,0,2003,2009,"Twnhs"
184000,8,3,2,1,1,1456,390,0,2005,2009,"1Fam"
167800,7,3,2,1,1,1490,392,0,2005,2009,"1Fam"
174000,8,3,2,1,1,1484,390,0,2005,2009,"1Fam"
174000,6,3,2,1,1,1560,400,0,2005,2009,"1Fam"
174000,7,2,2,0,1,1555,660,0,2007,2009,"TwnhsE"
175900,7,1,2,0,1,1569,660,0,2007,2009,"TwnhsE"
192500,7,2,2,0,1,1555,430,0,2005,2009,"TwnhsE"
181000,7,1,2,0,1,1504,457,0,2005,2009,"TwnhsE"
180000,5,2,2,0,1,1220,397,0,2005,2009,"TwnhsE"
160200,5,2,2,0,1,1145,397,0,2005,2009,"TwnhsE"
188500,6,3,2,1,1,1432,432,0,2004,2009,"1Fam"
2e+05,8,4,2,1,1,2267,390,0,2002,2009,"1Fam"
170000,6,3,2,1,1,1374,400,0,2004,2009,"1Fam"
189500,7,3,2,1,1,1630,436,0,2004,2009,"1Fam"
184100,7,3,2,1,1,1419,527,0,2002,2009,"1Fam"
195500,7,3,2,1,1,1594,434,0,2004,2009,"1Fam"
192000,8,3,2,1,1,1489,400,0,2003,2009,"1Fam"
178000,7,3,2,1,1,1342,393,0,2003,2009,"1Fam"
207500,6,2,2,0,1,1314,626,0,2007,2009,"Twnhs"
236000,8,4,2,1,1,2256,554,0,2000,2009,"1Fam"
244000,7,3,2,1,1,2054,390,0,2000,2009,"1Fam"
167000,7,3,2,1,0,1374,400,0,2004,2009,"1Fam"
179000,7,3,2,1,1,1800,463,0,2000,2009,"1Fam"
190000,7,3,2,1,1,1514,394,0,2000,2009,"1Fam"
156000,7,3,2,1,1,1430,400,0,1999,2009,"1Fam"
245000,8,4,2,1,1,2312,658,0,1999,2009,"1Fam"
181000,7,3,2,1,1,1675,502,0,1999,2009,"1Fam"
214000,8,3,2,1,1,2060,390,0,1999,2009,"1Fam"
168000,7,3,2,1,1,1430,410,0,1999,2009,"1Fam"
337000,8,3,2,1,1,2365,856,0,1999,2009,"1Fam"
403000,9,4,2,1,1,2794,810,0,1995,2009,"1Fam"
327000,10,4,2,1,2,2687,810,0,2000,2009,"1Fam"
340000,7,3,2,1,1,2450,1069,0,1998,2009,"1Fam"
336000,8,4,2,1,1,2612,676,0,1998,2009,"1Fam"
265000,7,3,2,1,1,2344,889,0,1996,2009,"1Fam"
315000,7,3,2,0,2,2063,815,0,1994,2009,"1Fam"
260000,9,4,2,1,1,2646,656,0,1993,2009,"1Fam"
260000,7,3,2,1,1,2061,647,0,1995,2009,"1Fam"
263550,8,3,2,1,1,2232,623,0,1993,2009,"1Fam"
402000,8,4,2,1,1,2448,711,0,1994,2009,"1Fam"
248000,7,3,2,1,1,1850,467,0,1994,2009,"1Fam"
244600,6,3,2,0,1,1468,898,0,2008,2009,"1Fam"
275000,7,3,2,0,0,1696,972,0,2008,2009,"1Fam"
257500,7,3,2,1,1,1658,726,0,2008,2009,"1Fam"
287090,7,3,2,0,1,1578,840,0,2008,2009,"1Fam"
275500,7,3,2,0,1,1702,844,0,2007,2009,"1Fam"
245000,7,3,2,0,1,1432,492,0,2006,2009,"1Fam"
253000,8,3,2,1,1,1971,689,0,2005,2009,"1Fam"
252678,7,3,2,1,1,1852,644,0,2009,2009,"1Fam"
210000,6,3,2,1,0,1590,676,0,2008,2009,"1Fam"
208300,4,2,2,0,0,1218,676,0,2009,2009,"1Fam"
229456,6,3,2,0,0,1314,552,0,2009,2009,"1Fam"
229800,7,3,2,0,0,1402,625,0,2008,2009,"1Fam"
250000,7,3,2,0,1,1530,984,0,2007,2009,"1Fam"
370878,7,2,2,1,1,1766,478,0,2009,2009,"1Fam"
238500,6,2,2,0,1,1448,692,0,2006,2009,"1Fam"
310000,10,3,2,1,1,2007,812,0,2008,2009,"1Fam"
270000,8,3,2,1,1,1795,782,0,2006,2009,"1Fam"
252000,9,3,2,1,1,1953,1043,0,2005,2009,"1Fam"
241000,7,2,2,0,0,1550,438,0,2006,2009,"1Fam"
264500,8,3,2,0,1,1836,517,0,2008,2009,"1Fam"
291000,8,3,2,0,1,1662,711,0,2006,2009,"1Fam"
263000,8,4,2,1,1,2094,615,0,2003,2009,"1Fam"
185000,6,2,2,0,0,1221,400,0,2004,2009,"1Fam"
234500,6,3,2,0,0,1553,588,0,2003,2009,"1Fam"
209000,6,3,2,1,0,1653,628,0,2003,2009,"1Fam"
159000,6,3,1,1,0,1218,576,0,2007,2009,"1Fam"
152000,6,3,1,1,0,1141,484,0,2006,2009,"1Fam"
143500,5,3,1,1,0,1158,0,0,2004,2009,"1Fam"
193000,8,3,2,1,0,1812,478,0,2004,2009,"1Fam"
203000,6,3,2,0,0,1512,845,0,2004,2009,"1Fam"
159000,6,3,1,1,0,1114,576,0,2004,2009,"1Fam"
142000,6,3,1,1,0,1114,0,0,2004,2009,"1Fam"
153000,6,3,2,0,0,1114,576,0,2003,2009,"1Fam"
224243,6,2,2,0,0,1450,788,0,2008,2009,"1Fam"
220000,8,4,2,1,1,2122,559,0,1996,2009,"1Fam"
257000,7,2,2,0,1,1844,620,0,2005,2009,"1Fam"
189000,6,3,2,0,1,1434,527,0,2001,2009,"1Fam"
171500,6,3,2,1,0,1730,528,0,1992,2009,"1Fam"
120000,6,3,1,1,1,1217,288,0,1980,2009,"TwnhsE"
145000,5,2,2,0,0,1332,542,0,1990,2009,"TwnhsE"
184000,6,3,2,1,0,1540,495,0,1994,2009,"1Fam"
162000,6,3,2,1,0,1400,465,0,1986,2009,"1Fam"
160000,8,4,2,0,2,1882,612,0,1981,2009,"Duplex"
82000,4,2,1,0,0,841,294,0,1950,2009,"1Fam"
76000,5,2,1,0,0,784,360,0,1928,2009,"1Fam"
110000,5,3,1,0,0,980,400,0,1962,2009,"1Fam"
135000,6,3,1,0,0,980,484,0,1977,2009,"1Fam"
141000,5,3,1,0,0,864,732,0,1961,2009,"1Fam"
122000,5,2,1,0,0,864,440,0,1961,2009,"1Fam"
124100,5,3,2,0,0,1020,288,0,1965,2009,"1Fam"
129000,6,3,1,0,0,912,300,0,1963,2009,"1Fam"
131400,6,3,1,0,1,1144,264,0,1961,2009,"1Fam"
62383,5,3,1,0,1,864,360,0,1965,2009,"1Fam"
123000,6,3,1,0,0,912,252,0,1962,2009,"1Fam"
275000,6,2,2,0,2,2014,864,0,1980,2009,"1Fam"
235000,7,3,2,1,1,1755,524,0,1991,2009,"1Fam"
280750,9,3,2,1,1,3005,704,0,2004,2009,"Twnhs"
164500,4,2,2,1,0,1224,528,0,2009,2009,"TwnhsE"
173733,4,2,2,1,0,1224,528,0,2009,2009,"TwnhsE"
222000,6,2,2,1,1,1726,561,0,2008,2009,"TwnhsE"
195000,5,1,1,1,1,1256,641,0,2008,2009,"TwnhsE"
172500,6,3,2,1,0,1471,440,0,1999,2009,"TwnhsE"
180000,4,2,2,1,0,1512,440,0,2000,2009,"TwnhsE"
156000,6,3,2,1,0,1452,506,0,1999,2009,"TwnhsE"
172500,7,3,2,1,0,1739,480,0,1999,2009,"Twnhs"
318750,5,2,2,0,1,1694,642,0,1977,2009,"1Fam"
211500,4,1,1,0,2,1226,484,0,1981,2009,"TwnhsE"
241600,7,2,1,1,0,1740,540,0,1981,2009,"1Fam"
180500,5,4,2,1,1,2499,527,0,1976,2009,"1Fam"
150000,8,3,2,0,1,1620,490,0,1976,2009,"1Fam"
154000,8,4,1,1,0,1556,441,0,1968,2009,"1Fam"
185000,6,2,2,0,1,1442,615,0,1970,2009,"1Fam"
185750,7,3,2,0,1,1489,462,0,1968,2009,"1Fam"
2e+05,7,3,2,1,2,2090,484,0,1973,2009,"1Fam"
206000,7,3,2,1,2,2067,784,0,1974,2009,"1Fam"
162000,6,3,1,1,1,1395,497,0,1972,2009,"1Fam"
256900,8,5,2,1,1,2640,515,0,1967,2009,"1Fam"
197900,7,3,1,1,1,1724,480,0,1967,2009,"1Fam"
163000,6,3,2,0,1,1336,502,0,1969,2009,"1Fam"
113000,5,3,1,0,0,1216,336,0,1969,2009,"1Fam"
230000,8,4,1,2,2,2288,520,0,1977,2009,"1Fam"
167900,6,2,2,0,1,1334,630,0,1977,2009,"1Fam"
213250,7,3,2,0,1,1680,583,0,1998,2009,"1Fam"
227000,6,3,2,1,0,1665,528,0,2001,2009,"1Fam"
130000,5,2,1,0,0,864,312,0,1967,2009,"1Fam"
143000,7,3,1,1,0,1568,440,0,1967,2009,"1Fam"
117500,5,2,1,0,0,925,429,0,1965,2009,"1Fam"
168500,8,4,2,1,1,2061,498,0,1974,2009,"1Fam"
172500,5,3,2,0,1,1320,495,0,1971,2009,"1Fam"
161500,7,3,2,0,1,1342,457,0,1967,2009,"1Fam"
141500,5,2,1,0,1,894,396,0,1960,2009,"1Fam"
118000,5,3,1,0,0,864,308,0,1959,2009,"1Fam"
127500,5,2,1,0,0,864,300,0,1959,2009,"1Fam"
140000,6,3,1,0,1,1362,768,0,1957,2009,"1Fam"
177625,7,3,2,0,1,1728,576,0,1956,2009,"1Fam"
110000,9,4,2,0,0,1776,888,0,1958,2009,"Duplex"
167000,6,3,1,1,0,1516,472,0,1964,2009,"1Fam"
153000,6,3,1,1,1,1313,610,0,1961,2009,"1Fam"
145100,6,3,1,1,2,1292,520,0,1964,2009,"1Fam"
154000,6,3,1,1,1,1154,480,0,1966,2009,"1Fam"
177500,7,4,2,1,1,2140,549,0,1965,2009,"1Fam"
158000,7,3,1,1,1,1445,645,0,1964,2009,"1Fam"
124500,6,3,1,0,0,1041,270,0,1959,2009,"1Fam"
174500,7,4,1,0,1,1576,368,0,1961,2009,"1Fam"
122000,5,2,1,0,0,960,330,0,1955,2009,"1Fam"
82500,5,2,1,0,0,708,0,0,1940,2009,"1Fam"
110000,5,3,1,0,1,1203,352,0,1950,2009,"1Fam"
149500,6,2,1,0,1,1505,505,0,1953,2009,"1Fam"
175000,5,2,1,0,0,1691,550,0,1967,2009,"1Fam"
167000,7,3,1,0,2,1644,418,0,1953,2009,"1Fam"
128900,5,2,1,0,0,1050,338,0,1956,2009,"1Fam"
140000,6,3,1,1,0,1668,271,0,1950,2009,"1Fam"
147000,5,3,1,0,1,1113,264,0,1950,2009,"1Fam"
124000,8,4,2,0,0,1584,792,0,1967,2009,"Duplex"
187500,6,3,2,0,1,1453,530,0,1961,2009,"1Fam"
159000,6,3,1,1,2,1394,514,0,1963,2009,"1Fam"
256000,5,2,2,0,2,1567,542,0,1966,2009,"1Fam"
205000,7,3,2,1,3,1986,486,0,1965,2009,"1Fam"
193500,8,4,2,1,1,2142,509,0,1968,2009,"1Fam"
110000,5,2,1,0,2,1392,576,0,1968,2009,"1Fam"
104900,7,4,2,0,1,1738,368,0,1920,2009,"1Fam"
150000,6,3,1,0,0,1144,286,0,1956,2009,"1Fam"
156500,6,3,1,1,2,1478,442,0,1957,2009,"1Fam"
176000,5,3,1,1,2,1329,441,0,1960,2009,"1Fam"
149500,6,3,2,0,0,988,297,0,1959,2009,"1Fam"
139000,6,3,2,0,1,1632,338,0,1958,2009,"1Fam"
155000,6,3,1,0,0,1215,297,0,1958,2009,"1Fam"
120000,6,3,1,0,0,1202,304,0,1956,2009,"1Fam"
153000,6,3,1,0,0,1382,350,0,1955,2009,"1Fam"
144000,6,3,1,0,2,1200,294,0,1956,2009,"1Fam"
176000,6,3,1,0,1,1382,884,0,1962,2009,"1Fam"
153000,5,3,1,0,1,1297,498,0,1954,2009,"1Fam"
135000,8,4,2,0,0,1866,495,0,1958,2009,"Duplex"
131000,6,3,1,0,0,1062,297,0,1954,2009,"1Fam"
123000,5,3,1,0,0,1319,270,0,1953,2009,"1Fam"
126000,5,2,1,0,0,1112,480,0,1951,2009,"1Fam"
115000,5,2,1,0,1,1005,672,0,1955,2009,"1Fam"
164900,6,2,1,0,2,1363,288,0,1951,2009,"1Fam"
113000,4,2,1,0,0,793,240,0,1945,2009,"1Fam"
145500,5,2,1,0,0,1031,230,0,1952,2009,"1Fam"
102900,7,2,1,1,0,1210,616,0,1953,2009,"1Fam"
95000,7,3,2,0,0,1699,420,0,1900,2009,"2fmCon"
152500,6,3,1,1,1,1527,410,0,1948,2009,"1Fam"
129900,6,3,1,0,0,1200,246,0,1950,2009,"1Fam"
132000,5,2,1,0,1,972,240,0,1948,2009,"1Fam"
99900,4,2,1,0,0,792,366,0,1958,2009,"1Fam"
135000,8,3,2,1,0,1656,180,0,1916,2009,"1Fam"
149000,7,4,2,0,0,1352,720,0,1939,2009,"1Fam"
114000,6,2,1,0,0,1039,281,0,1900,2009,"1Fam"
109500,5,2,1,0,0,792,240,0,1924,2009,"1Fam"
125000,6,3,1,0,0,1078,264,0,1925,2009,"1Fam"
142900,8,3,2,0,1,2377,528,0,1915,2009,"1Fam"
156500,5,4,2,0,0,1690,624,0,1910,2009,"1Fam"
105000,6,2,1,0,0,1374,338,0,1920,2009,"1Fam"
106000,4,2,1,0,0,846,576,0,1920,2009,"1Fam"
78500,4,1,1,1,0,725,320,0,1890,2009,"1Fam"
190000,12,6,2,2,0,2544,907,0,1969,2009,"Duplex"
154000,6,3,1,1,0,1380,364,0,1963,2009,"1Fam"
163000,6,3,1,0,1,1040,480,0,1967,2009,"1Fam"
2e+05,12,6,2,2,0,2634,968,0,1969,2009,"Duplex"
143500,6,2,1,0,0,951,480,0,1958,2009,"1Fam"
135000,5,3,1,0,0,1105,308,0,1957,2009,"1Fam"
153000,5,2,1,0,0,1306,756,0,1957,2009,"1Fam"
157500,6,3,2,0,2,1478,498,0,1960,2009,"1Fam"
113500,5,2,1,0,1,1142,384,0,1958,2009,"1Fam"
133000,6,3,1,0,1,1268,288,0,1949,2009,"1Fam"
92900,6,2,2,0,0,1040,400,0,1950,2009,"Duplex"
128500,5,3,1,0,0,1133,900,0,1950,2009,"1Fam"
90000,6,2,2,0,0,1040,420,0,1949,2009,"Duplex"
138000,7,3,1,1,0,1904,240,0,1950,2009,"1Fam"
128000,6,3,1,0,0,1041,294,0,1958,2009,"1Fam"
139000,6,3,1,0,0,1339,294,0,1958,2009,"1Fam"
118900,4,2,1,0,0,732,240,0,1952,2009,"1Fam"
138000,6,3,1,0,0,1183,288,0,1959,2009,"1Fam"
132500,6,3,1,0,0,1148,672,0,1959,2009,"1Fam"
133500,6,4,2,0,0,1461,384,0,1949,2009,"1Fam"
135000,6,3,1,0,0,1495,576,0,1948,2009,"1Fam"
144750,8,4,1,1,0,1806,483,0,1964,2009,"1Fam"
145000,4,2,1,0,0,941,564,0,1978,2009,"Duplex"
127000,6,3,1,0,1,1045,264,0,1963,2009,"1Fam"
109500,5,2,1,0,0,894,308,0,1962,2009,"1Fam"
115000,5,3,1,0,0,1224,210,0,1926,2009,"1Fam"
110000,5,2,1,1,0,1230,440,0,1910,2009,"1Fam"
128900,6,3,1,0,0,1378,162,0,1935,2009,"1Fam"
103500,12,4,2,0,0,1944,324,0,1910,2009,"Duplex"
66500,5,3,1,1,0,1131,200,0,1941,2009,"1Fam"
130000,6,3,1,1,0,1306,472,0,1910,2009,"1Fam"
129000,7,3,2,0,0,1464,0,0,1910,2009,"1Fam"
150000,7,3,1,1,1,1558,400,0,1939,2009,"1Fam"
107500,11,4,2,0,0,2372,432,0,1892,2009,"1Fam"
94550,8,4,2,0,0,1701,0,0,1920,2009,"2fmCon"
124500,10,4,2,0,0,1960,400,0,1952,2009,"Duplex"
135000,6,3,1,1,2,1389,240,0,1946,2009,"1Fam"
103000,6,3,1,0,0,1447,0,0,1910,2009,"1Fam"
93000,4,2,1,0,0,936,576,0,1953,2009,"2fmCon"
129500,6,3,1,1,0,1328,308,0,1950,2009,"1Fam"
93000,7,3,2,0,0,1387,256,0,1954,2009,"2fmCon"
80000,5,2,1,0,0,861,288,0,1920,2009,"1Fam"
91300,4,2,1,0,0,886,273,0,1938,2009,"1Fam"
99500,5,2,1,0,0,792,287,0,1923,2009,"1Fam"
113000,8,2,2,0,0,1452,0,0,1920,2009,"2fmCon"
87500,7,3,2,0,0,1510,720,0,1910,2009,"1Fam"
110000,5,2,1,1,0,1284,240,0,1947,2009,"1Fam"
106000,11,2,2,0,0,2138,360,0,1898,2009,"1Fam"
265979,8,4,1,1,1,2640,864,0,1880,2009,"1Fam"
160000,8,3,2,0,0,2007,357,0,1900,2009,"1Fam"
119000,5,3,1,0,1,1288,280,0,1917,2009,"1Fam"
168000,8,4,1,1,1,1742,424,0,1882,2009,"1Fam"
143000,7,3,1,0,0,1482,324,0,1920,2009,"1Fam"
85000,4,2,1,0,0,1022,280,0,1910,2009,"1Fam"
124900,7,2,1,0,0,1869,456,0,1890,2009,"1Fam"
119000,6,3,1,0,0,1480,207,0,1920,2009,"1Fam"
146500,8,4,1,0,0,1521,640,0,1910,2009,"1Fam"
223500,6,3,1,1,1,1576,528,0,1923,2009,"1Fam"
149000,6,3,1,0,1,1432,216,0,1923,2009,"1Fam"
205000,5,3,2,1,0,1548,672,0,1925,2009,"1Fam"
137000,7,3,2,0,1,1654,336,0,1930,2009,"1Fam"
121000,4,2,1,0,1,952,192,0,1916,2009,"1Fam"
128000,6,3,1,0,0,1324,240,0,1936,2009,"1Fam"
134900,4,2,1,0,0,1176,624,0,1937,2009,"1Fam"
117000,5,3,1,0,1,1348,216,0,1925,2009,"1Fam"
132500,6,4,1,0,1,1412,280,0,1939,2009,"1Fam"
93000,6,3,1,0,0,1142,320,0,1924,2009,"1Fam"
119000,4,2,1,0,0,904,180,0,1926,2009,"1Fam"
1e+05,5,2,1,0,0,1301,440,0,1924,2009,"1Fam"
141500,5,3,1,1,0,1539,576,0,1936,2009,"1Fam"
133000,6,3,1,0,0,1573,240,0,1935,2009,"1Fam"
105000,5,2,1,0,0,875,180,0,1931,2009,"1Fam"
115000,5,2,1,0,0,995,264,0,1925,2009,"1Fam"
150000,6,3,2,0,1,1582,250,0,1938,2009,"1Fam"
126500,5,2,1,0,0,1072,1184,0,1925,2009,"1Fam"
214500,10,5,2,0,0,2134,441,0,1916,2009,"1Fam"
167500,8,3,1,0,0,2019,532,0,1910,2009,"1Fam"
155000,8,3,2,0,0,1768,576,0,1915,2009,"1Fam"
155000,7,4,1,1,1,1826,164,0,1915,2009,"1Fam"
179900,8,3,2,0,0,1944,216,0,1915,2009,"1Fam"
104000,8,5,1,0,0,2229,0,0,1912,2009,"1Fam"
62500,11,4,2,0,0,2128,0,0,1922,2009,"Duplex"
149000,8,4,2,0,0,1930,316,0,1927,2009,"1Fam"
103000,5,2,1,0,0,1208,539,0,1925,2009,"1Fam"
123000,7,3,1,0,0,1427,379,0,1915,2009,"1Fam"
97500,9,6,2,1,0,1864,0,0,1902,2009,"2fmCon"
135000,4,3,1,0,0,1666,384,0,1927,2009,"1Fam"
70000,5,1,1,0,0,892,0,0,1923,2009,"1Fam"
116000,7,3,1,1,0,1403,308,0,1915,2009,"2fmCon"
88750,4,2,1,0,0,704,220,0,1946,2009,"1Fam"
179000,5,3,3,0,0,1200,0,0,1987,2009,"Duplex"
179000,5,3,3,0,0,1200,0,0,1987,2009,"Duplex"
159900,6,2,2,0,0,1152,252,0,1978,2009,"Duplex"
103600,6,3,2,0,0,1369,300,0,1925,2009,"1Fam"
63000,6,4,2,0,0,1112,226,0,1934,2009,"1Fam"
175000,6,3,2,0,1,1464,480,0,1963,2009,"1Fam"
139000,5,3,1,0,0,1121,480,0,1963,2009,"1Fam"
172500,7,3,2,1,1,1683,440,0,1978,2009,"1Fam"
113500,6,3,1,1,1,1052,668,0,1967,2009,"1Fam"
130000,5,3,1,0,0,899,288,0,1967,2009,"1Fam"
149900,5,3,1,0,1,1034,504,0,1978,2009,"1Fam"
134900,5,2,1,0,0,858,576,0,1982,2009,"1Fam"
137000,4,2,1,0,0,860,528,0,1982,2009,"1Fam"
139000,6,3,1,0,1,1092,288,0,1962,2009,"1Fam"
165000,8,4,2,0,1,1774,384,0,1961,2009,"1Fam"
148000,6,3,1,0,1,1138,480,0,1960,2009,"1Fam"
165000,9,4,1,1,1,2071,336,0,1956,2009,"1Fam"
63900,5,2,1,0,0,660,0,0,1947,2009,"1Fam"
161500,8,5,1,0,2,1788,304,0,1957,2009,"1Fam"
143000,5,1,1,0,2,1473,452,0,1968,2009,"1Fam"
135000,6,3,1,0,0,1229,284,0,1956,2009,"1Fam"
82500,4,1,1,0,0,861,539,0,1940,2009,"1Fam"
190000,7,2,1,0,3,1867,303,0,1955,2009,"1Fam"
139600,8,4,2,0,1,1733,452,0,1955,2009,"1Fam"
122000,6,2,1,0,0,1383,498,0,1954,2009,"1Fam"
127500,7,3,1,0,1,1689,480,0,1956,2009,"1Fam"
121500,5,2,1,0,0,1073,340,0,1956,2009,"1Fam"
154400,6,3,1,1,1,1639,240,0,1946,2009,"1Fam"
113000,4,2,1,0,0,672,234,0,1941,2009,"1Fam"
125000,5,3,1,0,1,1089,252,0,1954,2009,"1Fam"
84000,5,3,1,0,0,845,290,0,1957,2009,"1Fam"
139500,5,2,2,0,0,1049,266,0,1984,2009,"TwnhsE"
131000,8,3,1,1,1,1716,281,0,1949,2009,"1Fam"
105000,6,2,1,0,0,1258,280,0,1939,2009,"1Fam"
108000,7,4,1,0,1,1510,296,0,1940,2009,"1Fam"
162000,4,1,1,1,0,1061,462,0,1990,2009,"1Fam"
156500,5,2,1,1,1,1338,576,0,1983,2009,"1Fam"
316600,5,1,1,1,1,2132,612,0,1983,2009,"1Fam"
271900,7,3,2,0,1,2196,701,0,1990,2009,"1Fam"
213000,7,3,2,1,1,1775,425,0,1993,2009,"1Fam"
239900,8,3,2,1,1,1879,473,0,1993,2009,"1Fam"
239500,8,3,2,1,1,2020,466,0,1995,2009,"1Fam"
131000,7,4,1,0,1,2016,576,0,1880,2009,"1Fam"
118964,8,4,2,0,0,1535,410,0,1979,2009,"Duplex"
153337,6,2,0,2,2,1224,528,0,1979,2009,"Duplex"
147983,8,6,2,0,0,2228,720,0,1979,2009,"Duplex"
118858,8,4,2,0,0,1535,400,0,1979,2009,"Duplex"
118858,8,4,2,0,0,1535,400,0,1979,2009,"Duplex"
142953,12,6,2,0,0,2240,528,0,1979,2009,"Duplex"
148325,6,2,0,2,2,1229,672,0,1979,2009,"Duplex"
113722,8,4,2,0,0,1513,400,0,1979,2009,"Duplex"
269500,8,6,4,2,2,2787,820,0,2000,2009,"Duplex"
269500,8,6,4,2,2,2787,820,0,2000,2009,"Duplex"
269500,8,6,4,2,2,2787,820,0,2000,2009,"Duplex"
323262,8,1,1,1,1,1680,1138,0,2009,2009,"1Fam"
297000,7,3,2,0,1,1718,826,0,2007,2009,"1Fam"
295493,8,3,2,0,1,1630,860,0,2008,2009,"1Fam"
332000,8,3,2,0,1,1720,846,0,2008,2009,"1Fam"
239900,6,3,2,0,1,1468,904,0,2008,2009,"1Fam"
212000,7,3,2,1,0,1768,578,0,2007,2009,"1Fam"
272500,7,3,2,0,2,1838,524,0,2007,2009,"1Fam"
239000,7,2,2,0,0,1800,702,0,2007,2009,"1Fam"
220000,8,3,2,1,1,1604,660,0,2006,2009,"1Fam"
2e+05,6,2,2,0,1,1290,662,0,2007,2009,"1Fam"
221800,5,2,2,0,0,1254,810,0,2008,2009,"1Fam"
194500,6,2,2,0,0,1232,632,0,2007,2009,"1Fam"
237000,7,3,2,0,1,1498,844,0,2005,2009,"1Fam"
173000,7,3,2,1,1,1422,440,0,2005,2009,"1Fam"
275000,5,2,2,0,1,1644,569,0,1989,2009,"1Fam"
233500,7,3,2,1,1,1759,525,0,1992,2009,"1Fam"
185000,7,3,2,1,0,2126,538,0,1967,2009,"1Fam"
152000,6,3,1,0,0,1040,576,0,1996,2009,"1Fam"
143000,5,3,1,0,0,990,440,0,1994,2009,"1Fam"
231500,7,3,2,1,0,1764,470,0,1997,2009,"1Fam"
212000,6,3,2,1,1,1661,550,0,1996,2009,"1Fam"
207000,5,3,2,0,0,1463,539,0,1998,2009,"1Fam"
145000,6,3,1,1,0,1097,672,0,1994,2009,"1Fam"
138000,5,3,1,0,0,990,480,0,1994,2009,"1Fam"
197900,6,3,2,1,0,1779,546,0,1998,2009,"1Fam"
204000,6,3,2,0,0,1501,577,0,1999,2009,"1Fam"
192000,6,3,2,0,0,1431,666,0,1999,2009,"1Fam"
2e+05,7,3,2,1,1,1772,492,0,1998,2009,"1Fam"
195000,7,3,2,1,0,1660,493,0,2002,2009,"1Fam"
227000,6,3,2,0,0,1573,544,0,2002,2009,"1Fam"
230000,6,3,2,1,0,1840,622,0,2001,2009,"1Fam"
187100,6,3,2,0,0,1430,605,0,2001,2009,"1Fam"
203000,6,3,2,0,0,1444,577,0,2002,2009,"1Fam"
201000,6,3,2,0,1,1492,608,0,2001,2009,"1Fam"
124000,5,3,2,0,0,1040,0,0,1978,2009,"1Fam"
140000,5,3,1,0,0,907,343,0,1978,2009,"1Fam"
134900,5,2,1,0,0,914,444,0,1979,2009,"1Fam"
150500,5,3,2,0,0,1040,484,0,1977,2009,"1Fam"
136500,6,3,1,0,0,864,336,0,1978,2009,"1Fam"
143500,5,3,1,1,0,1268,252,0,1977,2009,"1Fam"
133500,5,3,1,0,1,864,338,0,1972,2009,"1Fam"
123000,6,2,1,0,0,894,600,0,1972,2009,"1Fam"
133900,5,2,1,0,0,768,396,0,1972,2009,"1Fam"
133000,5,2,1,0,0,768,396,0,1972,2009,"1Fam"
250000,6,3,2,0,0,1611,1231,0,2002,2009,"1Fam"
254750,8,4,2,1,1,2184,570,0,2003,2009,"1Fam"
236500,7,3,2,0,1,1788,522,0,2001,2009,"1Fam"
261500,7,3,2,1,1,1872,531,0,2001,2009,"1Fam"
313000,8,3,2,1,2,2153,736,0,2000,2009,"1Fam"
211000,6,3,2,1,0,1870,608,0,2001,2009,"1Fam"
