"listing_id","id","date","reviewer_id","reviewer_name","comments","review_scores_rating"
7828204,46327965,"2015-09-09",42221979,"Joshua","My girlfriend and I stayed with Caitlin for our first visit to NYC, and thoroughly enjoyed our visit.  The apartment was very clean and well-decorated, and the room and bed were both as large and comfortable as described!  The room also definitely has great transit access.  Caitlin was very accommodating of our preferred check-in and check-out times, and in fact we never actually met - instead, Caitlin's friendly mother met us at the apartment to check us in, and she helpfully provided us with advice about the area and how to get around.  Given how responsive Caitlin was in all of our other interactions, I'm sure she would have been happy to meet and chat if we had asked, but we mostly kept to ourselves and often felt as though we had the apartment to ourselves, which we were quite happy about.  We also fell in love with her fun and friendly cat.  All in all, a very positive experience that I would definitely recommend.  An important thing to keep in mind for future guests would be the means by which the room is separated from the rest of the apartment - the ""thick curtain wall"" described in the listing.  While certainly effective at partitioning the room, it's obviously not quite equivalent to a real wall in terms of privacy, which is worth bearing in mind if that's something you absolutely need.",5
7834765,155722914,"2017-05-28",11346877,"Jei","The room is perfect, the bed is comfy and the whole apartment is clean. Good location of course. I would highly recommended to staying here.",5
7835680,48566842,"2015-09-27",36601272,"Tamara","The apartment was absolutely beautiful, perfect for two people!! Small but average by new york city standards! Location was on the border of soho, super safe, quiet street and walking distance to all our favourite spots!! Fully equipped, kitchen included, we would definitely come back to stay with Ashley on our next trip! No elevator made it even better buring our lunch calories on the way up to the 4th floor! Thank you Ashley!",5
7835778,45160316,"2015-08-31",6670988,"Assaf","A very nice place in a quiet neighborhood. Room exactly as described. Friendly roommates. Miles was nicely accommodating in meeting me in Manhattan to give me the key earlier than check-in time.





If you're traveling to Manhattan: with the F line it takes about 40 minutes to get to West-4 station (or longer, if there are delays). Not a bad commute considering the location.",5
7842141,43857389,"2015-08-22",20711524,"Tristan","Dominic was very accomodating, allowing me to check in two hours earlier than initially planned because of an event I had.  He was always very communicative and responded very quickly.  The room is very small, just as advertised and the bed was comfy.  There is no AC (as advertised)  -- it ended up being so hot/humid that I checked out the first night and booked a hotel because I felt nauseous. I also had some issues opening/locking the door into the apartment - twice it took 20 minutes to lock, which was a bit stressful.  I had asked one of Dominic'a roommates to help me lock the door once but he was very rude and completely ignored me.  Dominic said that'd he would talk to him about that to ensure that it wouldn't happen again.  He also said he'd double check that everything ran smoothly for future guests and that my experience was completely unlike that of previous guests.  I would consider coming back, though not in the humid summer months.",2
7844193,44261627,"2015-08-24",8189839,"Wil","Preston + Co. presented an honest and no frills description of the room. It was easily booked and I appreciated the quick response and turn over rate to confirm the plans. When I arrived the room was clean with towels and keys were on the dresser for the apartment + the main entrance. I didn't get many opportunities to interact with Preston + his roommates, however Andrew was a nice guy. The Crown Heights area is full of public transportation options and areas are pretty to walk around. If you need a easy place to stay and find your schedule is full during your time in NYC, Preston + Co. can help you. I would stay with them again when I am in the Brooklyn area.",4
7846162,55957086,"2015-12-07",15612150,"Lili","Exactly as pictured - beautiful apt. with great decor. Location is close to a ton of great resturants. Nothing negative to note whatsoever.",5
7849404,43862373,"2015-08-22",38900795,"Rasem","The neighborhood was good, 2 blocks away from the Subway Station.  Few restaurants around.  The property was as described.  The host was an excellent communicator; he and his G/F offered to help and show me around.  He was also willing to find me a solution even though I arrived after midnight; left the keys with a nearby friend, which was really nice of him.  Overall, the experience was positive.   The rate was also reasonable.",5
7853110,44045645,"2015-08-23",41483844,"Jan Maarten","We had a great time at Carroll gardens.  The room was nice and clean. And has a perfect airconditioning. 
The roommates are very nice and helpful 
The rooftop has an amazing view over Manhattan 
The location at Smith street is near the subway to Manhattan which is perfect",4
7853584,64938096,"2016-03-09",19430528,"Cedric","Khalid was a nice and caring host, the flat fitted with the description, in a nicely located area to explore Harlem and central New York. Good experience.",4
7856749,125384071,"2017-01-05",4462287,"Phoebe","Ben is a great host, always replies with lightening speed and checked to make sure my stay was comfortable. The place was very clean with everything we needed, from cooking utensils to toilet paper. Highly recommend to stay at his place!",5
7856830,177405321,"2017-08-02",2566551,"Charlotte","The flat is in a fantastic area, very close to lots of great bars, restaurants and quick transport into Manhattan. Has all the equipment and amenities you need. Great place!",5
7857685,49144660,"2015-10-01",1515996,"Soizic","Andee was a great host, i was really nice welcomed in the apartment. The room was convenient, and the neighborhood perfect ! A nice place to stay if you want to discover the real brooklyn ! don't hesitate !!",5
7859932,45909429,"2015-09-06",53616,"Ariel","My son and I had a pleasant experience at Natasha's apt.  The bedroom was big and clean.  The host was very accommodating and friendly.  The neighborhood has a lot of restaurants and very close to the subway. We would definitely come back.  Thank you again for nice stay. Ariel and Renzo


",5
7867805,43592468,"2015-08-20",35915915,"Gbenga","Apartment was just as described, and surprisingly bigger than expected. The location is absolutely spot on as it was only a 15 minute walk from time square. Nice and tidy and a Starbucks was located beside the apartment which was a bonus. Furkan was polite, professional and friendly, would definitely book again.",5
7873524,46023177,"2015-09-07",28365287,"Diane","Meredith and Chris were the perfect hosts - so welcoming, friendly and organised. They were easy to contact, quick to respond with help and advise, and they gave us their very friendly my neighbours' contact details too. The apartment is fantastic - clean and cosy, and the location is so convenient for walking or getting public transport. Couldn't have had a better stay in New York. Thanks guys!",5
7880998,83128114,"2016-07-01",16648150,"Mihai","I greatly enjoyed my stay at Kelsey's place. The place is very spacious, clean, and the location is absolutely fantastic. I would gladly stay here again!! I highly recommend this place!",5
7884731,44602335,"2015-08-27",41663839,"Minoong","The apartment is so neat and clean - almost feel like a hotel. In-house laundry and dryer was really convinient. Austin was not around as he rented out his room as leaving Boston but he made a good set-up before he left so everthing was good. It is a bit distant from downtown but if you think the price it's a no-brainer.",4
7884922,73435873,"2016-05-08",1155651,"Wei","The apartment is very spacious for NYC standard with a tasteful deco. The location is very convenient to the subway, coffee shop, and anything. The host is very friendly and is very responsive at messaging.",5
7884922,117099260,"2016-12-04",100251720,"Lucas","The host canceled this reservation 22 days before arrival. This is an automated posting.",5
7902291,45716086,"2015-09-05",41028599,"Tatiana","The location in the lower east side was great and close by to the subway. Our host was unavailable to meet with us but was responsive via email and answered our inquiries promptly.


The room was was  not as large as it appears but just enough room for  2 people to sleep. The room has good air con unit.


You are just renting 1 room and sharing a bathroom and kitchen. Hardly seen the other 2 room mates and minimal contact with them. Bathroom unfortunately is not very neat. 


",3
7911917,193184649,"2017-09-12",9206471,"Chris","The location, Suraj's communication, and the studio itself all made this an excellent place to stay. This particular block in Alphabet City strikes a fine balance between peaceful and lively. Packed with seemingly endless restaurants and bars, the largely residential neighborhood also offers conveniences such as laundromats and stores. The apartment was a good size for a couple. We found it clean, comfortable, and up to date, as well as reflective of our host's personality. It didn't take long for it to feel like home. Suraj was very helpful from the beginning and handled everything in a professional and friendly manner. Check-in and check-out were simple. Guests should expect to walk a couple flights of stairs and a short distance to the train, but this probably comes as no surprise to most people visiting the city. We definitely hope that Suraj's place will be available on our future visits.",5
7915831,100956064,"2016-09-11",15376890,"Clarissa","Leonie was very responsive and accommodating.  She usually responded within a few minutes.





Her location was ideal to our needs.  It was a stone's throw away from Purple Yam - a wonderful restaurant where we had our event.  





Her place was nice, clean and comfortable and the private bathroom was a huge plus.  We'll definitely stay here again. 





",4
7916802,46081480,"2015-09-07",43110153,"Brittany","My friend Camille and I stayed at Miranda's apartment. It was wonderful. Miranda was very friendly. Although we just rented out the one bedroom, she allowed us access to her kitchen, bathroom and living area as well. The apartment is decorated nicely, it is also very clean and cozy. This experience was nothing less than perfect. The location was great, it's three blocks from Central Park, in a quiet neighborhood. It was just lovely. We will definitely be staying her again!",5
7919096,48937735,"2015-09-29",39777980,"Méryl","We didn't have the pleasur to meet Bev but Cherry (A friend of Bev) was there to give us the keys and introduce us to the Brooklyn Life. She wanted to show us Brooklyn with her car but we were tired. Bev let us some recommandation. We had a lot of goodies on the bed as gifts is was very nice from Bev to do that. The place is big with a cool garden. A lot of technologie in there you can connect everything to the TV or listen to music without cable. 


We were to the new mexican restaurant ""Tepache"" it was very good you can also ask them for delivery. 


The bathroom is small for a big appartement like that but for 2 is it more than perfect.  





We had the chance to met the brother of Bev the last day, he is very Cool too, he booked a taxi for us. (Taxi took 30min to JFK, so it is perfect) 





Exactly the spot we were waiting for to go eat in all thoes Haitian Restaurant not far away. You can also make some shopping in the Atlantic Center at a few minutes from there.





Will recommend this place for 2 or 3 persons. 





",5
7919303,59904822,"2016-01-17",49938971,"Shira","Left very clear notes about keys, metro, food and laundry options. Room was clean, sheets were changed, roommates were very welcoming. Great apartment, exactly as listed: spacious, clean.",5
7922002,45846185,"2015-09-06",41872184,"Windsor","The experience was amazing I had a good time the place was perfect for the type of trip  I was on everything turned out great",5
7928979,46236850,"2015-09-08",43122933,"Hassan","Lauren was extremely sweet. The place was well maintained and she actually got some stuff for us ( water, welcome muffins etc). Though its small, the place is super clean. Dunkin Donuts and Starbucks are at a walking distance. The subway station too is just round the corner.


Would definitely try booking this place again if I were to come to NYC again !",4
7932428,46032963,"2015-09-07",21617312,"Kristi","Adrianna's place was perfect for what we needed. It was near the M and the J train and had a market across the street and coffee shops within walking distance. The neighborhood was definitely not  gentrified, which I appreciated, and I felt very safe walking even at night. The apartment is incredibly bright. This was great for me because I love getting up early, but if you like to sleep in bring some eye covers! The bed was comfy, and despite the heat (ridiculous heat wave for the beginning of September), the apartment stayed very cool. Her cats were SO SWEET. The black one was particularly feisty and talkative and slept with us in the bed, which I adored. The only thing I wasn't crazy about was that we couldn't use her TV. She left a computer but we couldn't access any of our Netflix on the tv. Hopefully she'll get that figured out for the next guest. Adrianna was very available, even though she was in Berlin. She answered all my questions and was extremely helpful. Getting and returning the key was a breeze, too. Thank you for the best New York trip I've made thus far! Would definitely stay there again!",5
7948395,67282131,"2016-03-28",45920554,"Sara","Issa was a great host, very flexible with check in and check out times. The apartment is pretty close to bars, restaurants and the L train. Would definitely stay again there",5
7948903,49126679,"2015-10-01",7429250,"Alexander","Beautiful and spacious apartment in an amazing neighborhood. I stayed there for a month and definitely recommend it to anyone visiting New York. The loft is enormous will of beautiful art and photography. The neighborhood is full of street art, bars and restaurants, but it's not yet commercialized.",5
7957397,46029934,"2015-09-07",42054557,"Joaan","My host Bethel did make me feel welcomed. Also appreciated that she could have been reached whenever needed.The listing was everything she showed in the pictures and described in the description box. Very accurate I must say. The neighborhood is very quiet and also close enough to the subway and restaurants. A cozy apartment.",5
7967829,46060051,"2015-09-07",42840235,"Sergio","Arielle was a great hostess, and so was her roommate Geoff. The room was really clean and bright, as expected. I would definitely recommend Arielle's apartment since it was such a pleasant experience!",4
7967922,48001117,"2015-09-22",17685122,"Cristhopper","Siebren was very attentive and helpful. He agreed to meet me at a certain time and it all worked great. The room is exactly the way it looks of the picture and I was very very happy to have chosen this place. Overall, a great experience. The location is very convenient, a few blocks from the L line and it only takes 15 min to arrive in Manhattan. The neigborhood is very residential but a few blocks away, there's the bars and graffitti buildinds of Bushwich. I loved it.",5
7968283,49789245,"2015-10-06",32002912,"Rinesh","Owen was a very good host! He made me feel very welcome into his home. His roommates were extremely kind and were very helpful on giving me tips on where the happening spots in NYC are. I would recommend Owen's place to anyone who is going to NYC.",5
7972462,58030688,"2015-12-31",14950252,"Molly","The floor plan and location could not have been better. We felt at home the minute we arrived.  Thank you, Rachel. We had a terrific time!


",5
7987212,48967918,"2015-09-29",10178252,"Tino","Amazing stay! The room is spacious and the bed is very comfortable. Great and safe neighborhood full of energy. Lots of restaurants and bars around, and only a few minutes to get to Manhattan. Ben is awesome; very friendly and the communication was easy. Totally recommend.",5
8007838,45332894,"2015-09-01",42091966,"Michael","Giovanella was very friendly and the room was truly very spacious.  The window provided a lot of natural light and I had plenty of space to spread out and prepare for my day.  The location was very close to the Columbia campus (within just a couple of blocks) so I had a really easy time getting to/from class.  The location was also a short walk to the subway so getting around the city was also very easy.",5
8009058,49799385,"2015-10-06",26031468,"Pj","The host was very polite and on very on top of getting things situated upon our arrival. The apartment was very large and spacious, the location is great and directly across from Prospect park. Will say that as she did state her apartment is literally right next to the Q train tracks, it runs frequently and loud so be sure you wont mind the noise.





",5
8014298,45895134,"2015-09-06",43054553,"Neil","Great, spacious, clean, private room in a lovely, large, open apartment.
Extra points for accommodating my very late check in time.
Matthew's roommate is an awesome, chill dude. 
The neighborhood is vibrant and close to the subway.
If you're not a fan of Caribbean music, then this might not be the place for you, as the T-Shirt shop across the way plays it very loud, all day long. And sometimes at night.
Other than that, awesome stay, great hosts, highly recommended.",5
8014315,50025129,"2015-10-08",21095417,"Lila","Cass was completely helpful, communicative, available and attentive. The flat is great, beautiful and comfortable. The room is very comfortable too. And well equipped.",5
8016241,50683947,"2015-10-13",33592127,"Olivia","Jamila was not here during our stay, but she had prepared everything so our trip would be great (maps, guides...). Her roommate Anthony was here, he is very friendly, we really felt like home. He was always ready to help us and give us some tips about the neighborhood.





The apartment is beautiful, very cozy and it looks even better than the pictures. The room is small but very nice, and the bed is AMAZING !! The only negative thing is that it is noisy, but it is hard to find a silent room in New York.",5
8030123,46233000,"2015-09-08",40459409,"Angelina","Danny was a wonderful host. He was very friendly and helpful during our stay, responding quickly whenever we had any question. The apartment was clean, tidy, exactly as described, and right next to a train station. We would definitely recommend him as a host.",5
8032689,48210588,"2015-09-24",17511409,"Martine","Miriam was a great host who left super tips for the area and NY. We felt really welcome ! The neighborhood is really nice and a great starting point to explore Brooklyn and Manhattan !",4
8036849,45033180,"2015-08-30",37447408,"Ashish","Paul initially thought he would not be able to meet me in person when I arrived so he provided all the details for me to get into the room in an email. When I got to my room Paul left a note with all the details I needed (Wifi Name/Password, Towel, etc. ). I ended reaching the apartment at the same time as Paul so he was able to greet me in person. 





The apartment and room were as nice as advertised. It was a pretty spacious room/apartment for NYC. Given the price point I can't really complain. I wish there was a lamp in the room and the pillow was very stiff.",5
8037006,48304057,"2015-09-25",30672914,"Adam","Ann was a very accommodating host who constantly kept us supplied with check-in details. The apartment is very roomy and boasts wonderful views of NYC. The kingsize bed is very comfortable and the the kitchen and dining area are well equipped. Overall, our experience was great.",4
8053664,47394186,"2015-09-18",42714047,"Magdalena","Lovely room in a lovely neighborhood. Everything was much better than described. Thanks so much Erin!",5
8065751,48103021,"2015-09-23",1203188,"Mary","Check in with Nealy was lovely and easy breezy. What a great apartment, it was exactly as described and worked out perfect for our stay!  Great location and close to trains!  Wonderful stay!",5
8069765,47209348,"2015-09-16",43521036,"Hugo","Eddie and his house mates offer a rare combination of awareness, creativity and human warmth. I've not only had a great home to sleep in but forged genuine friendship with them and heartily recommend that you cease this opportunity in the Heart of Bushwick next to the great local Tandem bar.",5
8083931,46221896,"2015-09-08",19991823,"Rosemary","Ryan was very easy going about us arriving later than planned (due to delays driving from Canada). The contact we had with him was when we met and he gave us the key. The best things about this place is the location-it was extraordinary for us. It was a 5-10 min walk to the L (grey) line-Morgan station-easy access to everything and about 20 minutes to Manhattan and Willimsburg. It is also within walking distance to a wonderful Mexican/Latino neighbourhood along Myrtle Av/Knickerbocker Av. Great Mexican food and natural juices for cheap. It felt safe around the neighborhood at night. There was free parking on the street.  The pictures are accurate. The apt was very clean. The room is small but was adequate for our needs. The bed was comfortable. Ryan provided towels. The room is on the main floor of a building. It was a bit noisy at night/mornings when other tenants of the building were coming/going as the entrance door to the building slams pretty hard, and you can hear walking/talking in halls . The building attached was being renovated so it was quite noisy a few mornings. Ryan has 2 roommates whom were hardly around.  Overall for us it was a great first trip to New York City.",3
8104879,49360630,"2015-10-03",42777895,"Guy","While Vishnu was away, I stayed in this brownstone apartment with Melanie. She is friendly and accommodating and my three week stay there was a pleasure. I arrived in the evening, and she had put a nice sandwich in the fridge for me. Being new in the city, it was nice to know someone else. She actually organised various meals and drinks out with friends and myself also which was really great. Even though we both had similar weekly schedules, it was not a problem sharing the facilities. I got to meet Vishnu the day before I left and he is a great guy also. Both are easy to talk to and will go out of their way to make your stay easy, comfortable, and enjoyable. 





The listing has a whole bunch of details in it which are accurate. The photographs represent the place accurately as well. I stayed in the main bedroom which I imagine is pretty large for NYC. Added to the various subway options and proximity to many shops and food options close by, Boerum Hill is a cool neighbourhood with a laid back feel. The street is quiet, with people who would say good morning. Natural light comes into the bedrooms as well as the house through a central skylight, and the kitchen looks back out over a green garden area. At the front, they have a stoop for chilling out. 





Out in the city, in and out on work days, or just hanging out in Brooklyn, it was a nice place to come back to and there were never complications.",5
8106445,48816066,"2015-09-28",6022051,"Sarah","I had a very nice quick stay, the room is small but lovely and the girls are very friendly and helpful! Thanks a lot",4
8106902,46795929,"2015-09-13",14324915,"Bethany","Pon was a great host, and was able to accommodate my last minute reservation after my original booking cancelled. Even without an elevator, the apartment was great - and very conveniently located - and I would happily stay again!",5
8126091,101284727,"2016-09-12",12782168,"Irina","I had a great time staying at Chris's place for 8 days.  


He was very nice and responsive, we met and chatted for a little before my move-in. 


His room looks exactly like the pictures. It is quiet, airy, spacious, has a lot of sunlight. I had really good sleep there. Apartment is quite big and is located on the third floor. There are four people living there, I didn't see them a lot as they were either not there or kept to themselves, but all seemed friendly and respectful. 


Location is very convenient, only two blocks to Montrose L station, many bars, delis and restaurants nearby, and 15-20 mins ride to Manhattan. 


Overall a very nice Brooklyn experience. I would definitely recommend. 


",5
8126091,156739347,"2017-05-31",21165240,"Florian","The host canceled this reservation 2 days before arrival. This is an automated posting.",5
8130534,53157738,"2015-11-05",15533262,"Gio","I had a great time at Tasia'a place. The room is comfortable, warm and welcoming, the apartment cozy and very well kept. 


Communications with Tasia have been outstanding, and everything in the apartment is working just fine.


The neighborhood is quiet with several shopping options, the apt is conveniently located with the F line just 1 minute away from the apt!!


Great host, nice place, i will definitely book it again if available and totally recommended!!",5
8146609,46796114,"2015-09-13",43029749,"Michelle","Being my first airbnb trip, I couldn't have asked for a better experience. From checking in, to checking out, I had no issues. Their apartment is very clean and homey - it was a comfortable environment that lets you unwind after running around all day. I stayed at the apartment with their roommate who is very nice and accomodating. The location is also perfect for getting anywhere. Highly recommend! So happy to have found this place :)",5
8151605,48459193,"2015-09-26",42923612,"London","Great! Lovely place!",4
8170276,46351563,"2015-09-09",21743582,"Émile","Wonderful top-floor apartment in a nice neighbourhood! Very comfy. Good subway service (quick trip to midtown and downtown on 4 and 5 express lines). Shea responded well to messages and was flexible and accommodating with check-in. AC, which was nice. Highly recommended!",5
8170917,48023796,"2015-09-22",42903123,"Ralph","Lovely flat - spacious and very cozy. Lots of nice restaurants and bars in the neighborhood and very practical in terms of public transport - would definitely stay there again.",4
8172864,45906893,"2015-09-06",42794958,"Bri","We had such a lovely time staying at Tasia's beautiful home. It was conveniently located right next to a subway stop that we used to take us everywhere. Tasia was so kind and welcoming and also helped us out at the last minute! We really felt at home here and would recommend it to anyone.
",5
8174397,46804776,"2015-09-13",42538172,"Thomas","Jocelyn is undoubtedly a nice host. She served me a bottle of water the first day I came here. And she let me to use her kitchen and all ficilities. She is so generous and friendly during the days I live here. The room has enough place for one person to live. There is a huge window, which provides a fascinating view of the riverbank and Queens. The bed is comfortable and the chair and desk are convenient for study and work. All in all, the room is perfect and Jocelyn is good person you can make friend with. This period of time has been an unforgettable memory in my life.",5
8190747,138340469,"2017-03-19",57458647,"Laurie","Gina was so kind and accommodating. It was like staying with a friend I had known my whole life. She went out of her way to make sure I was happy and satisfied my entire stay. Gina is a treasure and made my vacation a great experience.
",5
8195335,129552768,"2017-01-31",86125066,"Holly/Mohammad","Highly recommend this bNB. Hosts are delightful, kind and extremely welcoming. At the same time, I had my own space. Location is central if you're willing to explore. Great restaurants just blocks away.",5
8195719,50310507,"2015-10-11",14585080,"Yuval","I met Yonatan once to pick up the keys, he was very pleasant and helpful and a great host.


The apartment itself is exactly the way described, very new and spotless.


Me and my brother enjoyed every second staying in Williamsburg and we recommend this apartment to anyone who wants to enjoy a great stay in NYC without spending a ridiculous amount of money!


TODA RABA AGAIN FOR EVERYTHING!",5
8201629,205201345,"2017-10-21",13279314,"Jin","Great location! Lots of good restaurants and cafes all around the neighborhood and the ferry station is a block away. Will stay here again!!",5
8211314,52178733,"2015-10-26",20327595,"Peter","Sophie,


Thank you for the wonderful stay at Brooklyn #2. It was very comfortable and easy to get to everything.


Daina and Jillian",4
8213019,223658105,"2018-01-01",150401315,"Hashini","Mariam was so nice and kind and I had a great stay. Check in and check out was flexible and that was so convenient for me with the flight schedules. She gave me all the tips that i needed to survive my holidays. She was always contactable and I did not have any issues during the stay. I am not commenting on the place, as she will be moving out from there. All in all I had a great stay and Mariam is a super host. Highly recommend.",5
8235198,48766748,"2015-09-28",21458840,"Brian","Host was awesome, super accommodating for a last minute inquiry, and very communicative.  Amazing neighborhood, one of the best in the city - walk anywhere, and you're close to everything.  Favorite was the view out the across Park Ave of the beautiful Episcopal church. Secure building with great doormen, roomy kitchen, and super comfy couches in case you have a friend pop in from the Peruvian Andes last minute.",5
8235820,47416761,"2015-09-18",13846231,"Javier","it was ok. Bathroom could be cleaner, and the room could be better. Price was ok and near the underground 5 mins away from Manhattan.",3
8236539,47811147,"2015-09-21",8073206,"Janet","Dee's apartment is lovely. I was truly blown away how much care she took for my arrival. She welcomed me with flowers and tea! Dee has been living in Greenpoint for long enough to know the best of everything. Plus, she's just genuinely cool. Merci un mille fois for everything.",5
8236660,48772549,"2015-09-28",25752579,"Luciana","My staying at Mostafas was amazing, his Roommate was very friendly and helpful, the neighbourhood is closed to everything, you can do everything in Lower east side walking ... the room is exactly what you see... I would like to thank him for everything...",5
8239650,214730548,"2017-11-26",46107730,"Heze","Frank And Anna are very nice and friendly host. The house is definitely more than it's worth, highly recommend!",5
8240762,63210844,"2016-02-21",3101194,"Linda","Just one word:


AWESOME!


...because EVERYTHING was simply awesome:


Doug was out of NY - but left us a welcome letter with a little chocolate present and good beers in the fridge.


We were welcomed by a friend of Doug that was very kind to suggest us some place to go eat in the neighborhood.


The apartment is very cozy and absolute clean, filled with a lot of comfort: wi fi, netflix and a huge Tv :)


The house is in Hell's kitchen (one minute to Central Park) and it's a really cool place to visit.


I've been in Ny twice before


and I can say for sure


that thanx to Doug I really appreciate this other neighborhood I didn't know well :)





Thanks Doug!!!!





*LiNDa e Giacomo*





",5
8241894,46993008,"2015-09-14",37342596,"Stephane","Very well located appartment and very friendly host making his best to give me access to the appartment asap.
BUT:  I had just one sheet on the mattress and a small blanket. I asked a sheet to cover me, but they hadn't any :( When I arrived, the bed wasn't done and had always the sheet of the previous person ...
Towel was of a ridiculous size (I couldn't dry myself after shower)
Curtains were too short to cover the bottom of the Windows.
Bathroom is in a pity state: mold in the bath and the host let tons of hair in the bath after washing her hairs which was quite disgusting.
",2
8254640,52260029,"2015-10-27",288399,"John","Great place.  Stereo in every room, lot's of natural light and a well equipped kitchen.",5
8255464,47922524,"2015-09-21",8336376,"Suraya","Christine and Ali were excellent hosts! My husband and I stayed with them for a weekend of exploring NYC and their place was perfect for our needs. We stayed in their extra room, which was a cute nursery with a couch bed; there was also a nice private bathroom across the hall. The condo was well decorated and featured an amazing balcony and even better views from the rooftop of the building! They have an adorable, active 2 year old who I befriended when we checked in. :) Our hosts were gone for much of our stay (including one night) but we didn't have a problem with their toddler son's occasional noises while we were there. Christine and Ali were easy to communicate with and very gracious, offering us coffee, Turkish delights and other food. All in all, great experience and we'd love to stay with them again!",5
8266871,49663731,"2015-10-05",37273187,"Morgan","We loved staying in Gabriela's place - it was clean, modern, in a great neighbourhood and we felt right at home. Would definitely stay here again and recommend it to everyone interested!",5
8273206,82961077,"2016-06-30",71548285,"Julia","Ellona was wonderful host! She was always very helpful and ready to answer any questions. The apt is cozy and comfortable, spacious for a family of three. We stayed there for a month and loved it. The neighborhood is safe. Close subway access. Minutes to shops and restaurants! The Coney Island and brighton beaches are within 2-3 stations. All in all we loved this airbnb experience. Many thanks to Arthur and Ellona!",5
8281567,114451560,"2016-11-18",366556,"Nate","Andrew is a kind, thoughtful, and experienced host and this location is really terrific.",4
8281967,49188539,"2015-10-01",21739720,"Querry","Shwetha was very accomodating during my whole stay. She kept asking me whether everything is fine. Her apartment is very convenient and the neighborhood really nice. You can find everything you need nearby for instance grocery store and restaurants. Will stay again next time!",5
8291646,237347228,"2018-02-22",3186896,"Espen","Peter is a great host, the place is good, location is stellar, would love to be back soon",5
8293802,48439418,"2015-09-26",6692477,"Haochuan","Clean and nice apartment located in East Village with very friendly host. Many wonderful restaurants and bars within walking distance, as well as subway stations (6, N, R, F, L). If you are visiting NYC and try to find a place near to public transportation, restaurants and nightlife, this is definitely one of the best choices. 





P.S. There are different kind of shampoos offered by the host, try to figure out which one is your favorite :)",5
8302890,47843314,"2015-09-21",3851456,"Drew","My family really enjoyed our stay at Sami's apartment! He was a great communicator and the apartment was clean and comfortable. It had lots of modern finishes and conveniences and a really great projector. I would definitely recommend his place.",5
8311318,77089985,"2016-05-30",73447989,"Manisha","My stay at Iram's place was great! comfortable room in a clean and well-kept apartment building, in a great and central area of Manhattan, and extremely close and convenient to several metro and bus lines.





While Iram was out of town during my visit and I didn't meet her personally, she had everything set up for a smooth check in/check out for me, and was extremely accommodating with my schedule, letting me leave my bags in her place early for check in and late for check out.





there's no window in the bedroom and much of the apartment which isn't a huge deal (and pretty common in NYC), but good to be aware of if you need light to wake up in the mornings!",5
8311468,51734717,"2015-10-24",2033396,"Chris","Gabriel's apartment was clean, spacious and perfectly located in a fantastic area of Brooklyn. He was very responsive, accommodating to my check in time, and has a tremendous space. Thank you for proving such a great experience!",5
8335547,48444150,"2015-09-26",1503704,"Sacha","Super nice amenities and luxurious apt. Amazing location and new clean building.",5
8354383,58682368,"2016-01-03",20633710,"Van","Kathy's apartment was exactly what we needed. We moved here after a bad experience in an East Village one. Kathy's apt was quiet, clean, secure and modern. Kathy was great to communicate with. She's friendly and helpful and answered all questions immediately. Would definitely stay here again. PS, she has a gorgeous fluffy cat named Bailey that shares the apt.",5
8367125,102557617,"2016-09-18",5980242,"Patrick","Cute little place with all the necessities for a comfortable stay. Safe location, even at night. And steps away from public transportation that will lead you anywhere in the city, as well a direct bus to LGA. Overall an awesome stay and a lovely host.",5
8368928,48800303,"2015-09-28",43312444,"Aaron","Staying in Lisa' s apartment was an absolute pleasure.  From helping my group of 4 work through logistics to making sure everything in the apartment was turn-key, Lisa was a great host.  I'd definitely recommend her modern, spacious, very comfortably furnished apartment for anyone looking for a well situated spot in NYC.",5
8385108,52980584,"2015-11-03",277330,"Nef","El had over-booked his place but had a backup plan. His friend, Djili, happily hosted me at his place on 132nd and Lenox. Thus, I was not as far downtown as I had anticipated, but it worked out nonetheless. Djili picked me up and took me to his place the day I arrived. He made sure that I had everything I needed and his place was is great condition.",5
8389603,58218837,"2016-01-01",38050027,"Antonio","Everything was excellent, the apartment was clean, and Abraham left all the things we could need for our week at the place (including some cold beers in the fridge) location was perfect for us (the friends we were visiting were just a few blocks away) and moving around Manhattan and the airport (la guardia) was fast for NYC standards and New Year's Eve season. If me and my girlfriend come back to NY we would definitely stay at his place again and would recommend it 100%.
Thank you Abraham!!!",5
8390906,47897316,"2015-09-21",8717819,"John","Sam was a great host!  Very communicative and responsive and the overall place was nice to stay at.  I loved how each room had an ac unit in it each, along with the living room.  Would definitely recommend to everyone.",5
8407092,224218654,"2018-01-02",100862285,"Sarah","We had a thoroughly enjoyable stay in Randy's home. It is spacious, well located close to shops, restaurants and the subway and is a very cosy family home.  We would definitely stay again if we are in New York!",5
8408768,47451666,"2015-09-18",6616333,"Nick","Elliot is a great guy and host. He is sensitive to your privacy, while being a pleasant conversationalist - not to mention he knows everything about NYC. Great experience. The room was small but clean. He has roommates but they live downstairs. Highly recommended for a inexpensive room in the awesome neighborhood of Fort Greene.",5
8412352,49827417,"2015-10-06",14118310,"Morana","Raphael was a really great host. Easy going, easily accessible. Any questions he was always available. The apartment is exactly as pictured and in a really safe and good area. Our family enjoyed our stay at his place. Recommend for sure.",5
